countryName,continentName,regionName,subregionName
Canada,North America,Atlantic Canada,Nova Scotia
Canada,North America,Atlantic Canada,Prince Edward Island
Canada,North America,Quebec,Québec
Canada,North America,Ontario,Ontario
Canada,North America,Prairie Canada,Alberta
Canada,North America,Prairie Canada,Manitoba
Canada,North America,Prairie Canada,Saskatchewan
Canada,North America,Pacific Canada,British Columbia
Canada,North America,Northern Territories,Northwest Territories
Canada,North America,Northern Territories,Nunavut
Canada,North America,Northern Territories,Yukon
Caribbean Netherlands,North America,Caribbean,
Cayman Islands,North America,Caribbean,
Central African Republic,Africa,Central Africa,
Chad,Africa,Central Africa,
Chile,South America,Southern Cone,
China,Asia,Northern China,Beijing
China,Asia,Northern China,Tianjin
China,Asia,Northern China,Hebei
China,Asia,Northern China,Shanxi
China,Asia,Northern China,Inner Mongolia
China,Asia,Manchuria,Liaoning
China,Asia,Manchuria,Jilin
China,Asia,Manchuria,Heilongjiang
China,Asia,Jiangnan,Shanghai
China,Asia,Jiangnan,Jiangsu
China,Asia,Jiangnan,Zhejiang
China,Asia,Jiangnan,Anhui
China,Asia,Jiangnan,Fujian
China,Asia,Jiangnan,Jiangxi
China,Asia,Jiangnan,Shandong
China,Asia,Zhongnan,Henan
China,Asia,Zhongnan,Hubei
China,Asia,Zhongnan,Hunan
China,Asia,Zhongnan,Guangdong
China,Asia,Zhongnan,Guangxi
China,Asia,Zhongnan,Hainan
China,Asia,Zhongnan,Paracel Islands
China,Asia,Southwest China,Sichuan
China,Asia,Southwest China,Chongqing
China,Asia,Southwest China,Guizhou
China,Asia,Southwest China,Yunnan
China,Asia,Southwest China,Tibet
China,Asia,Western China,Shaanxi
China,Asia,Western China,Gansu
China,Asia,Western China,Qinghai
China,Asia,Western China,Ningxia
China,Asia,Western China,Xinjiang
Clipperton Island,North America,Pacific Islands,
Colombia,South America,Andean,
Comoros,Africa,East Africa,
Cook Islands,Oceania,Polynesia,
Coral Sea Islands,Oceania,Australasia,
Costa Rica,North America,Central America,
Croatia,Europe,Balkans,
Cuba,North America,Caribbean,
Curaçao,North America,Caribbean,
Cyprus,Asia,Middle East,
Czech Republic,Europe,Central Europe,
Democratic Republic of the Congo,Africa,Central Africa,
Denmark,Europe,Nordic,
Dhekelia Sovereign Base Area,Europe,Mediterranean,
Djibouti,Africa,East Africa,
Dominica,North America,Caribbean,
Dominican Republic,North America,Caribbean,
East Timor,Asia,Southeast Asia,
Ecuador,South America,Andean,
Egypt,Africa,North Africa,
El Salvador,North America,Central America,
Equatorial Guinea,Africa,Central Africa,
Eritrea,Africa,East Africa,
Estonia,Europe,Baltic,
Ethiopia,Africa,East Africa,
Falkland Islands,South America,Southern Cone,
Faroe Islands,Europe,Nordic,
Federated States of Micronesia,Oceania,Micronesia,
Fiji,Oceania,Melanesia,
Finland,Europe,Nordic,
France,Europe,Western Europe,
French Polynesia,Oceania,Polynesia,
French Southern and Antarctic Lands,Antarctica,Antarctica,
Gabon,Africa,Central Africa,
Gambia,Africa,West Africa,
Gaza Strip,Asia,Middle East,
Georgia,Asia,Caucasus,
Germany,Europe,Norddeutschland,Bremen
Germany,Europe,Norddeutschland,Hamburg
Germany,Europe,Norddeutschland,Mecklenburg-Vorpommern
Germany,Europe,Norddeutschland,Niedersachsen
Germany,Europe,Norddeutschland,Schleswig-Holstein
Germany,Europe,Ostdeutschland,Berlin
Germany,Europe,Ostdeutschland,Brandenburg
Germany,Europe,Ostdeutschland,Sachsen
Germany,Europe,Ostdeutschland,Sachsen-Anhalt
Germany,Europe,Ostdeutschland,Thüringen
Germany,Europe,Rhineland,Hessen
Germany,Europe,Rhineland,Nordrhein-Westfalen
Germany,Europe,Rhineland,Rheinland-Pfalz
Germany,Europe,Rhineland,Saarland
Germany,Europe,Bavaria-Swabia,Baden-Württemberg
Germany,Europe,Bavaria-Swabia,Bayern
Ghana,Africa,West Africa,
Gibraltar,Europe,Mediterranean,
Greece,Europe,Mediterranean,
Greenland,Europe,Nordic,
Grenada,North America,Caribbean,
Guam,North America,Pacific Islands,
Guatemala,North America,Central America,
Guernsey,Europe,British Isles,
Guinea,Africa,West Africa,
Guinea Bissau,Africa,West Africa,
Guyana,South America,Caribbean,
Haiti,North America,Caribbean,
Heard Island and McDonald Islands,Oceania,Australasia,
Honduras,North America,Central America,
Hong Kong S.A.R.,Asia,East Asia,
Hungary,Europe,Central Europe,
Iceland,Europe,Nordic,
India,Asia,Dravida,Andhra Pradesh
India,Asia,Dravida,Karnataka
India,Asia,Dravida,Kerala
India,Asia,Dravida,Puducherry
India,Asia,Dravida,Tamil Nadu
India,Asia,Dravida,Telangana
India,Asia,Dweep India,Andaman and Nicobar
India,Asia,Dweep India,Lakshadweep
India,Asia,East India,Bihar
India,Asia,East India,Chhattisgarh
India,Asia,East India,Jharkhand
India,Asia,East India,Odisha
India,Asia,East India,West Bengal
India,Asia,Himalayan India,Himachal Pradesh
India,Asia,Himalayan India,Jammu and Kashmir
India,Asia,Himalayan India,Ladakh
India,Asia,Himalayan India,Uttarakhand
India,Asia,Hindustan,Chandigarh
India,Asia,Hindustan,Delhi
India,Asia,Hindustan,Haryana
India,Asia,Hindustan,Punjab
India,Asia,Hindustan,Rajasthan
India,Asia,Hindustan,Uttar Pradesh
India,Asia,Madhya,Madhya Pradesh
India,Asia,Seven Sisters India,Arunachal Pradesh
India,Asia,Seven Sisters India,Assam
India,Asia,Seven Sisters India,Manipur
India,Asia,Seven Sisters India,Meghalaya
India,Asia,Seven Sisters India,Mizoram
India,Asia,Seven Sisters India,Nagaland
India,Asia,Seven Sisters India,Sikkim
India,Asia,Seven Sisters India,Tripura
India,Asia,West India,Dadra and Nagar Haveli and Daman and Diu
India,Asia,West India,Goa
India,Asia,West India,Gujarat
India,Asia,West India,Maharashtra
Indian Ocean Territories,Oceania,Australasia,
Indonesia,Asia,Sumatra,Aceh
Indonesia,Asia,Sumatra,Bangka-Belitung
Indonesia,Asia,Sumatra,Bengkulu
Indonesia,Asia,Sumatra,Jambi
Indonesia,Asia,Sumatra,Kepulauan Riau
Indonesia,Asia,Sumatra,Lampung
Indonesia,Asia,Sumatra,Riau
Indonesia,Asia,Sumatra,Sumatera Barat
Indonesia,Asia,Sumatra,Sumatera Selatan
Indonesia,Asia,Sumatra,Sumatera Utara
Indonesia,Asia,Java,Banten
Indonesia,Asia,Java,Jakarta Raya
Indonesia,Asia,Java,Jawa Barat
Indonesia,Asia,Java,Jawa Tengah
Indonesia,Asia,Java,Jawa Timur
Indonesia,Asia,Java,Yogyakarta
Indonesia,Asia,Lesser Sunda,Bali
Indonesia,Asia,Lesser Sunda,Nusa Tenggara Barat
Indonesia,Asia,Lesser Sunda,Nusa Tenggara Timur
Indonesia,Asia,Kalimantan (Borneo),Kalimantan Barat
Indonesia,Asia,Kalimantan (Borneo),Kalimantan Selatan
Indonesia,Asia,Kalimantan (Borneo),Kalimantan Tengah
Indonesia,Asia,Kalimantan (Borneo),Kalimantan Timur
Indonesia,Asia,Sulawesi,Gorontalo
Indonesia,Asia,Sulawesi,Sulawesi Barat
Indonesia,Asia,Sulawesi,Sulawesi Selatan
Indonesia,Asia,Sulawesi,Sulawesi Tengah
Indonesia,Asia,Sulawesi,Sulawesi Tenggara
Indonesia,Asia,Sulawesi,Sulawesi Utara
Indonesia,Asia,Maluku,Maluku
Indonesia,Asia,Maluku,Maluku Utara
Indonesia,Asia,Papua,Papua
Indonesia,Asia,Papua,Papua Barat
Iran,Asia,Iran,
Iraq,Asia,Iraq,
Ireland,Europe,Western Europe,
Isle of Man,Europe,British Isles,
Israel,Asia,Middle East,
Italy,Europe,Mediterranean,
Ivory Coast,Africa,West Africa,
Jamaica,North America,Caribbean,
Japan,Asia,Hokkaido,Hokkaidō
Japan,Asia,Honshu,Aichi
Japan,Asia,Honshu,Akita
Japan,Asia,Honshu,Aomori
Japan,Asia,Honshu,Chiba
Japan,Asia,Honshu,Fukui
Japan,Asia,Honshu,Fukushima
Japan,Asia,Honshu,Gifu
Japan,Asia,Honshu,Gunma
Japan,Asia,Honshu,Hiroshima
Japan,Asia,Honshu,Hyōgo
Japan,Asia,Honshu,Ibaraki
Japan,Asia,Honshu,Ishikawa
Japan,Asia,Honshu,Iwate
Japan,Asia,Honshu,Kanagawa
Japan,Asia,Honshu,Kyōto
Japan,Asia,Honshu,Mie
Japan,Asia,Honshu,Miyagi
Japan,Asia,Honshu,Nagano
Japan,Asia,Honshu,Nara
Japan,Asia,Honshu,Niigata
Japan,Asia,Honshu,Okayama
Japan,Asia,Honshu,Ōsaka
Japan,Asia,Honshu,Saitama
Japan,Asia,Honshu,Shiga
Japan,Asia,Honshu,Shimane
Japan,Asia,Honshu,Shizuoka
Japan,Asia,Honshu,Tochigi
Japan,Asia,Honshu,Tokyo
Japan,Asia,Honshu,Tottori
Japan,Asia,Honshu,Toyama
Japan,Asia,Honshu,Wakayama
Japan,Asia,Honshu,Yamagata
Japan,Asia,Honshu,Yamaguchi
Japan,Asia,Honshu,Yamanashi
Japan,Asia,Shikoku,Ehime
Japan,Asia,Shikoku,Kagawa
Japan,Asia,Shikoku,Kōchi
Japan,Asia,Shikoku,Tokushima
Japan,Asia,Kyushu,Fukuoka
Japan,Asia,Kyushu,Kagoshima
Japan,Asia,Kyushu,Kumamoto
Japan,Asia,Kyushu,Miyazaki
Japan,Asia,Kyushu,Nagasaki
Japan,Asia,Kyushu,Ōita
Japan,Asia,Kyushu,Saga
Japan,Asia,Japanese Islands,Okinawa
Jersey,Europe,British Isles,
Jordan,Asia,Middle East,
Kazakhstan,Asia,Central Asia,
Kenya,Africa,East Africa,
Kiribati,Oceania,Micronesia,
Kosovo,Europe,Balkans,
Kuwait,Asia,Middle East,
Kyrgyzstan,Asia,Central Asia,
Laos,Asia,Southeast Asia,
Latvia,Europe,Baltic,
Lebanon,Asia,Middle East,
Lesotho,Africa,Southern Africa,
Liberia,Africa,West Africa,
Libya,Africa,North Africa,
Liechtenstein,Europe,Central Europe,
Lithuania,Europe,Baltic,
Luxembourg,Europe,Benelux,
Macau S.A.R,Asia,East Asia,
Macedonia,Europe,Balkans,
Madagascar,Africa,East Africa,
Malawi,Africa,East Africa,
Malaysia,Asia,Northern Malay Peninsula,Kedah
Malaysia,Asia,Northern Malay Peninsula,Perak
Malaysia,Asia,Northern Malay Peninsula,Perlis
Malaysia,Asia,Northern Malay Peninsula,Pulau Pinang
Malaysia,Asia,Southern Malay Peninsula,Kuala Lumpur
Malaysia,Asia,Southern Malay Peninsula,Putrajaya
Malaysia,Asia,Southern Malay Peninsula,Selangor
Malaysia,Asia,Southern Malay Peninsula,Kelantan
Malaysia,Asia,Southern Malay Peninsula,Pahang
Malaysia,Asia,Southern Malay Peninsula,Terengganu
Malaysia,Asia,Southern Malay Peninsula,Johor
Malaysia,Asia,Southern Malay Peninsula,Melaka
Malaysia,Asia,Southern Malay Peninsula,Negeri Sembilan
Malaysia,Asia,East Malaysia,Labuan
Malaysia,Asia,East Malaysia,Sabah
Malaysia,Asia,East Malaysia,Sarawak
Maldives,Asia,South Asia,
Mali,Africa,West Africa,
Malta,Europe,Mediterranean,
Marshall Islands,Oceania,Micronesia,
Mauritania,Africa,West Africa,
Mauritius,Africa,East Africa,
Mexico,North America,Costa del Golfo,Tabasco
Mexico,North America,Costa del Golfo,Veracruz
Mexico,North America,El Bajío,Aguascalientes
Mexico,North America,El Bajío,Distrito Federal
Mexico,North America,El Bajío,Guanajuato
Mexico,North America,El Bajío,Hidalgo
Mexico,North America,El Bajío,Morelos
Mexico,North America,El Bajío,México
Mexico,North America,El Bajío,Puebla
Mexico,North America,El Bajío,Querétaro
Mexico,North America,El Bajío,San Luis Potosí
Mexico,North America,El Bajío,Tlaxcala
Mexico,North America,El Bajío,Zacatecas
Mexico,North America,El Norte,Chihuahua
Mexico,North America,El Norte,Coahuila
Mexico,North America,El Norte,Durango
Mexico,North America,El Norte,Nuevo León
Mexico,North America,El Norte,Tamaulipas
Mexico,North America,El Sur,Chiapas
Mexico,North America,El Sur,Guerrero
Mexico,North America,El Sur,Oaxaca
Mexico,North America,Noroeste,Baja California
Mexico,North America,Noroeste,Baja California Sur
Mexico,North America,Noroeste,Sinaloa
Mexico,North America,Noroeste,Sonora
Mexico,North America,Pacífico México,Colima
Mexico,North America,Pacífico México,Jalisco
Mexico,North America,Pacífico México,Michoacán
Mexico,North America,Pacífico México,Nayarit
Mexico,North America,Yucatán,Campeche
Mexico,North America,Yucatán,Quintana Roo
Mexico,North America,Yucatán,Yucatán
Moldova,Europe,East Slavic,
Monaco,Europe,Central Europe,
Mongolia,Asia,East Asia,
Montenegro,Europe,Balkans,
Montserrat,North America,Caribbean,
Morocco,Africa,North Africa,
Mozambique,Africa,East Africa,
Myanmar,Asia,Southeast Asia,
Namibia,Africa,Southern Africa,
Nauru,Oceania,Micronesia,
Nepal,Asia,South Asia,
Netherlands,Europe,Benelux,
New Caledonia,Oceania,Melanesia,
New Zealand,Oceania,North Island,Auckland
New Zealand,Oceania,North Island,Bay of Plenty
New Zealand,Oceania,North Island,Gisborne District
New Zealand,Oceania,North Island,Hawke's Bay
New Zealand,Oceania,North Island,Manawatu-Wanganui
New Zealand,Oceania,North Island,Northland
New Zealand,Oceania,North Island,Taranaki
New Zealand,Oceania,North Island,Waikato
New Zealand,Oceania,North Island,Wellington
New Zealand,Oceania,South Island,Canterbury
New Zealand,Oceania,South Island,Marlborough District
New Zealand,Oceania,South Island,Nelson City
New Zealand,Oceania,South Island,Otago
New Zealand,Oceania,South Island,Southland
New Zealand,Oceania,South Island,Tasman District
New Zealand,Oceania,South Island,West Coast
New Zealand,Oceania,Offshore Islands,Antipodes Islands
New Zealand,Oceania,Offshore Islands,Auckland Islands
New Zealand,Oceania,Offshore Islands,Campbell Islands
New Zealand,Oceania,Offshore Islands,Chatham Islands Territory
New Zealand,Oceania,Offshore Islands,Kermadec Islands
New Zealand,Oceania,Offshore Islands,The Snares
New Zealand,Oceania,Offshore Islands,Three Kings Islands
New Zealand,Oceania,Offshore Islands,Tokelau
Nicaragua,North America,Central America,
Niger,Africa,West Africa,
Nigeria,Africa,West Africa,
Niue,Oceania,Polynesia,
Norfolk Island,Oceania,Australasia,
North Korea,Asia,East Asia,
Northern Cyprus,Asia,Middle East,
Northern Mariana Islands,North America,Pacific Islands,
Norway,Europe,Nordic,
Oman,Asia,Middle East,
Pakistan,Asia,South Asia,
Palau,Oceania,Micronesia,
Panama,North America,Central America,
Papua New Guinea,Oceania,Melanesia,
Paraguay,South America,Southern Cone,
Peru,South America,Andean,
Philippines,Asia,Philippines,
Pitcairn Islands,Oceania,Polynesia,
Poland,Europe,Central Europe,
Portugal,Europe,Mediterranean,
Puerto Rico,North America,Caribbean,
Qatar,Asia,Middle East,
Republic of Serbia,Europe,Balkans,
Republic of the Congo,Africa,Central Africa,
Romania,Europe,Balkans,
Russia,Europe,Moscow Core,Belgorod
Russia,Europe,Moscow Core,Bryansk
Russia,Europe,Moscow Core,Ivanovo
Russia,Europe,Moscow Core,Kaluga
Russia,Europe,Moscow Core,Kostroma
Russia,Europe,Moscow Core,Kursk
Russia,Europe,Moscow Core,Lipetsk
Russia,Europe,Moscow Core,Moskva
Russia,Europe,Moscow Core,Moskovskaya
Russia,Europe,Moscow Core,Orel
Russia,Europe,Moscow Core,Ryazan'
Russia,Europe,Moscow Core,Smolensk
Russia,Europe,Moscow Core,Tambov
Russia,Europe,Moscow Core,Tula
Russia,Europe,Moscow Core,Tver'
Russia,Europe,Moscow Core,Vladimir
Russia,Europe,Moscow Core,Voronezh
Russia,Europe,Moscow Core,Yaroslavl'
Russia,Europe,Baltic-Arctic Russia,Arkhangel'sk
Russia,Europe,Baltic-Arctic Russia,City of St. Petersburg
Russia,Europe,Baltic-Arctic Russia,Kaliningrad
Russia,Europe,Baltic-Arctic Russia,Karelia
Russia,Europe,Baltic-Arctic Russia,Komi
Russia,Europe,Baltic-Arctic Russia,Leningrad
Russia,Europe,Baltic-Arctic Russia,Murmansk
Russia,Europe,Baltic-Arctic Russia,Nenets
Russia,Europe,Baltic-Arctic Russia,Novgorod
Russia,Europe,Baltic-Arctic Russia,Pskov
Russia,Europe,Baltic-Arctic Russia,Vologda
Russia,Europe,Black Sea Russia,Adygey
Russia,Europe,Black Sea Russia,Astrakhan'
Russia,Europe,Black Sea Russia,Crimea
Russia,Europe,Black Sea Russia,Kalmyk
Russia,Europe,Black Sea Russia,Krasnodar
Russia,Europe,Black Sea Russia,Rostov
Russia,Europe,Black Sea Russia,Sevastopol
Russia,Europe,Black Sea Russia,Volgograd
Russia,Europe,North Caucasus,Chechnya
Russia,Europe,North Caucasus,Dagestan
Russia,Europe,North Caucasus,Ingush
Russia,Europe,North Caucasus,Kabardin-Balkar
Russia,Europe,North Caucasus,Karachay-Cherkess
Russia,Europe,North Caucasus,North Ossetia
Russia,Europe,North Caucasus,Stavropol'
Russia,Europe,Volga,Bashkortostan
Russia,Europe,Volga,Chuvash
Russia,Europe,Volga,Kirov
Russia,Europe,Volga,Mariy-El
Russia,Europe,Volga,Mordovia
Russia,Europe,Volga,Nizhegorod
Russia,Europe,Volga,Orenburg
Russia,Europe,Volga,Penza
Russia,Europe,Volga,Samara
Russia,Europe,Volga,Saratov
Russia,Europe,Volga,Tatarstan
Russia,Europe,Volga,Udmurt
Russia,Europe,Volga,Ul'yanovsk
Russia,Europe,Ural,Chelyabinsk
Russia,Europe,Ural,Khanty-Mansiy
Russia,Europe,Ural,Kurgan
Russia,Europe,Ural,Perm'
Russia,Europe,Ural,Sverdlovsk
Russia,Europe,Ural,Tyumen'
Russia,Europe,Ural,Yamal-Nenets
Russia,Europe,Siberia,Altay
Russia,Europe,Siberia,Buryat
Russia,Europe,Siberia,Gorno-Altay
Russia,Europe,Siberia,Irkutsk
Russia,Europe,Siberia,Kemerovo
Russia,Europe,Siberia,Khakass
Russia,Europe,Siberia,Krasnoyarsk
Russia,Europe,Siberia,Novosibirsk
Russia,Europe,Siberia,Omsk
Russia,Europe,Siberia,Tomsk
Russia,Europe,Siberia,Tuva
Russia,Europe,Russian Far East,Amur
Russia,Europe,Russian Far East,Chita
Russia,Europe,Russian Far East,Chukchi Autonomous Okrug
Russia,Europe,Russian Far East,Kamchatka
Russia,Europe,Russian Far East,Khabarovsk
Russia,Europe,Russian Far East,Maga Buryatdan
Russia,Europe,Russian Far East,Primor'ye
Russia,Europe,Russian Far East,Sakha (Yakutia)
Russia,Europe,Russian Far East,Sakhalin
Russia,Europe,Russian Far East,Yevrey
Rwanda,Africa,East Africa,
S. Sudan,Africa,East Africa,
Saint Barthelemy,North America,Caribbean,
Saint Helena,Africa,Southern Africa,
Saint Kitts and Nevis,North America,Caribbean,
Saint Lucia,North America,Caribbean,
Saint Martin,North America,Caribbean,
Saint Pierre and Miquelon,North America,North Atlantic,
Saint Vincent and the Grenadines,North America,Caribbean,
Samoa,Oceania,Polynesia,
San Marino,Europe,Mediterranean,
Sao Tome and Principe,Africa,Central Africa,
Saudi Arabia,Asia,Middle East,
Senegal,Africa,West Africa,
Seychelles,Africa,East Africa,
Siachen Glacier,Asia,South Asia,
Sierra Leone,Africa,West Africa,
Singapore,Asia,Southeast Asia,
Sint Maarten,North America,Caribbean,
Slovakia,Europe,Central Europe,
Slovenia,Europe,Balkans,
Solomon Islands,Oceania,Melanesia,
Somalia,Africa,East Africa,
Somaliland,Africa,East Africa,
South Africa,Africa,Coastal South Africa,Eastern Cape
South Africa,Africa,Coastal South Africa,Western Cape
South Africa,Africa,Coastal South Africa,Northern Cape
South Africa,Africa,Interior and Highveld,Free State
South Africa,Africa,Interior and Highveld,Gauteng
South Africa,Africa,Coastal South Africa,KwaZulu-Natal
South Africa,Africa,Interior and Highveld,Limpopo
South Africa,Africa,Interior and Highveld,Mpumalanga
South Africa,Africa,Interior and Highveld,North West
South Georgia and the Islands,South America,Southern Cone,
South Korea,Asia,East Asia,
Spain,Europe,Andalusia,Almería
Spain,Europe,Andalusia,Cádiz
Spain,Europe,Andalusia,Córdoba
Spain,Europe,Andalusia,Granada
Spain,Europe,Andalusia,Huelva
Spain,Europe,Andalusia,Jaén
Spain,Europe,Andalusia,Málaga
Spain,Europe,Andalusia,Sevilla
Spain,Europe,Atlantic-Mediterranean Spain,Baleares
Spain,Europe,Atlantic-Mediterranean Spain,Castellón
Spain,Europe,Atlantic-Mediterranean Spain,Las Palmas
Spain,Europe,Atlantic-Mediterranean Spain,Murcia
Spain,Europe,Atlantic-Mediterranean Spain,Santa Cruz de Tenerife
Spain,Europe,Atlantic-Mediterranean Spain,Valencia
Spain,Europe,Basque / Northern Spain,Alicante
Spain,Europe,Basque / Northern Spain,Asturias
Spain,Europe,Basque / Northern Spain,Bizkaia
Spain,Europe,Basque / Northern Spain,Cantabria
Spain,Europe,Basque / Northern Spain,Gipuzkoa
Spain,Europe,Basque / Northern Spain,Huesca
Spain,Europe,Basque / Northern Spain,La Rioja
Spain,Europe,Basque / Northern Spain,Navarra
Spain,Europe,Basque / Northern Spain,Teruel
Spain,Europe,Basque / Northern Spain,Zaragoza
Spain,Europe,Basque / Northern Spain,Álava
Spain,Europe,Castile,Badajoz
Spain,Europe,Castile,Burgos
Spain,Europe,Castile,Ciudad Real
Spain,Europe,Castile,Cuenca
Spain,Europe,Castile,Cáceres
Spain,Europe,Castile,Guadalajara
Spain,Europe,Castile,Madrid
Spain,Europe,Castile,Segovia
Spain,Europe,Castile,Soria
Spain,Europe,Castile,Toledo
Spain,Europe,Castile,Valladolid
Spain,Europe,Castile,Ávila
Spain,Europe,Catalonia,Albacete
Spain,Europe,Catalonia,Barcelona
Spain,Europe,Catalonia,Gerona
Spain,Europe,Catalonia,Lérida
Spain,Europe,Catalonia,Tarragona
Spain,Europe,Galicia,La Coruña
Spain,Europe,Galicia,León
Spain,Europe,Galicia,Lugo
Spain,Europe,Galicia,Orense
Spain,Europe,Galicia,Palencia
Spain,Europe,Galicia,Pontevedra
Spain,Europe,Galicia,Salamanca
Spain,Europe,Galicia,Zamora
Spain,Europe,North African Spain,Ceuta
Spain,Europe,North African Spain,Melilla
Spratly Is.,Asia,East Asia,
Sri Lanka,Asia,South Asia,
Sudan,Africa,North Africa,
Suriname,South America,Caribbean,
Swaziland,Africa,Southern Africa,
Sweden,Europe,Nordic,
Switzerland,Europe,Central Europe,
Syria,Asia,Middle East,
Taiwan,Asia,East Asia,
Tajikistan,Asia,Central Asia,
Thailand,Asia,Southeast Asia,
The Bahamas,North America,Caribbean,
Togo,Africa,West Africa,
Tonga,Oceania,Polynesia,
Trinidad and Tobago,North America,Caribbean,
Tunisia,Africa,North Africa,
Turkey,Asia,Aegean Turkey,Afyonkarahisar
Turkey,Asia,Aegean Turkey,Aydin
Turkey,Asia,Aegean Turkey,Denizli
Turkey,Asia,Aegean Turkey,Izmir
Turkey,Asia,Aegean Turkey,Kütahya
Turkey,Asia,Aegean Turkey,Manisa
Turkey,Asia,Aegean Turkey,Mugla
Turkey,Asia,Aegean Turkey,Usak
Turkey,Asia,Anatolia,Adiyaman
Turkey,Asia,Anatolia,Agri
Turkey,Asia,Anatolia,Aksaray
Turkey,Asia,Anatolia,Ankara
Turkey,Asia,Anatolia,Ardahan
Turkey,Asia,Anatolia,Batman
Turkey,Asia,Anatolia,Bingöl
Turkey,Asia,Anatolia,Bitlis
Turkey,Asia,Anatolia,Diyarbakir
Turkey,Asia,Anatolia,Elazig
Turkey,Asia,Anatolia,Erzincan
Turkey,Asia,Anatolia,Erzurum
Turkey,Asia,Anatolia,Eskisehir
Turkey,Asia,Anatolia,Gaziantep
Turkey,Asia,Anatolia,Hakkari
Turkey,Asia,Anatolia,Iğdir
Turkey,Asia,Anatolia,Karaman
Turkey,Asia,Anatolia,Kars
Turkey,Asia,Anatolia,Kayseri
Turkey,Asia,Anatolia,Kilis
Turkey,Asia,Anatolia,Kinkkale
Turkey,Asia,Anatolia,Kirsehir
Turkey,Asia,Anatolia,Konya
Turkey,Asia,Anatolia,Malatya
Turkey,Asia,Anatolia,Mardin
Turkey,Asia,Anatolia,Mus
Turkey,Asia,Anatolia,Nevsehir
Turkey,Asia,Anatolia,Nigde
Turkey,Asia,Anatolia,Sanliurfa
Turkey,Asia,Anatolia,Siirt
Turkey,Asia,Anatolia,Sirnak
Turkey,Asia,Anatolia,Sivas
Turkey,Asia,Anatolia,Tunceli
Turkey,Asia,Anatolia,Van
Turkey,Asia,Anatolia,Yozgat
Turkey,Asia,Anatolia,Çankiri
Turkey,Asia,Anatolia,Çorum
